"","collection_no","collection_name","accepted_name","identified_rank","family","genus","formation","member","cells.1","Camp_out_0.5","DEM_0.5","LANDCVI_selected_0.5","MGVF_0.5","SLOPE_0.5","WC_Prec_0.5","WC_Temp_0.5","cells.2","CampPrecip_0.5","CampTemp_0.5","colls_per_cell"
"3621",56441,"UTEP Loc. 306, Sargent Ranch","Tyrannosauridae","family","Tyrannosauridae","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3622",154423,"NMMNH Loc. 1882","Denazinemys nodosa","species","Baenidae","Denazinemys","Fruitland","Fossil Forest",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3623",56371,"UTEP Loc. 286, Sargent Ranch","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3624",55296,"south flank, Kimbeto Wash","Hadrosaurinae","subfamily","Hadrosauridae","","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3625",138830,"Denver's Blowout, SMP Loc. 281","Trionyx robustus","species","Trionychidae","Trionyx","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3626",46996,"UNM 77-779","Ornithomimidae","family","Ornithomimidae","","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3627",154372,"SMP Loc. 283","Neurankylus baueri","species","Baenidae","Neurankylus","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3628",56567,"UTEP Loc. 3, Kimbeto","Hadrosauridae","family","Hadrosauridae","","Kirtland","De-na-zin?",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3629",56374,"UTEP Loc. 298, Sargent Ranch","Hadrosauridae","family","Hadrosauridae","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3630",56569,"UTEP Loc. 4, Kimbeto","Hadrosauridae","family","Hadrosauridae","","Kirtland","De-na-zin?",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3631",56570,"UTEP Loc. 5, Kimbeto","Hadrosauridae","family","Hadrosauridae","","Kirtland","De-na-zin?",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3632",54101,"NMMNH Loc. 1708, Bentonnie Tsosie Wash","Dromaeosauridae","family","Dromaeosauridae","","Kirtland","Farmington",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3633",48838,"4 miles west of Kimbetoh (USNM)","Saurolophus","genus","Hadrosauridae","Saurolophus","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3634",56265,"UTEP Loc. 788, Pueblo Bonito NW","Dinosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3635",144519,"Sargent Ranch, SMP Loc. 450","Stegoceras novomexicanum","species","Pachycephalosauridae","Stegoceras","Fruitland","Fossil Forest",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62860,2.57867359323427e-05,290.638031005859,91
"3636",54101,"NMMNH Loc. 1708, Bentonnie Tsosie Wash","Multituberculata","order","","","Kirtland","Farmington",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3637",54101,"NMMNH Loc. 1708, Bentonnie Tsosie Wash","Hadrosauridae","family","Hadrosauridae","","Kirtland","Farmington",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3638",128561,"head of south branch, Meyers Creek","Testudinata","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3639",56370,"UTEP Loc. 274, Pueblo Bonito NW","Coelurosauria","suborder","","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3640",56571,"UTEP Loc. 204, Kimbeto","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Kirtland","De-na-zin?",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3641",56325,"UTEP Loc. 770, Pueblo Bonito NW","Lacertilia","suborder","","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3642",56366,"UTEP Loc. 267, Pueblo Bonito NW","Hadrosauridae","family","Hadrosauridae","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3643",56367,"UTEP Loc. 268, Pueblo Bonito NW","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3644",128561,"head of south branch, Meyers Creek","Denazinemys nodosa","species","Baenidae","Denazinemys","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3645",56320,"UTEP Loc. 863, Fire Rock Well","Tyrannosauridae","family","Tyrannosauridae","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3646",196544,"south branch, Meyers Creek","Testudinata","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3647",56265,"UTEP Loc. 788, Pueblo Bonito NW","Hadrosauridae","family","Hadrosauridae","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3648",54101,"NMMNH Loc. 1708, Bentonnie Tsosie Wash","Dinosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Kirtland","Farmington",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3649",54098,"NMMNH Loc. 1647, Bentonnie Tsosie Wash","Hadrosauridae","family","Hadrosauridae","","Kirtland","De-na-zin",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3650",56440,"UTEP Loc. 277, Pueblo Bonito NW","Carnosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3651",62549,"3.5 miles southwest of Kimbetoh","Pentaceratops","genus","Ceratopsidae","Pentaceratops","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3652",64094,"Cattle Ranch","Ceratopsidae","family","Ceratopsidae","","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3653",56370,"UTEP Loc. 274, Pueblo Bonito NW","Carnosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3654",56325,"UTEP Loc. 770, Pueblo Bonito NW","Crocodylia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3655",144519,"Sargent Ranch, SMP Loc. 450","Adocus","genus","Adocidae","Adocus","Fruitland","Fossil Forest",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62860,2.57867359323427e-05,290.638031005859,91
"3656",62548,"Kimbetoh West [USNM]","Trionyx robustus","species","Trionychidae","Trionyx","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3657",56391,"UTEP Loc. 776, Pueblo Bonito NW","Hadrosauridae","family","Hadrosauridae","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3658",56360,"UTEP Loc. 777, Pueblo Bonito NW","Theropoda","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3659",154395,"NMMNH Loc. 2387","Trionychidae","family","Trionychidae","","Fruitland","Fossil Forest",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3660",154647,"NMMNH Loc. 4217","Trionyx robustus","species","Trionychidae","Trionyx","Fruitland","Fossil Forest",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3661",54101,"NMMNH Loc. 1708, Bentonnie Tsosie Wash","Adocus","genus","Adocidae","Adocus","Kirtland","Farmington",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3662",64013,"UTEP Loc. 792, Pueblo Bonito NW","Hadrosauridae","family","Hadrosauridae","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3663",154372,"SMP Loc. 283","Adocus","genus","Adocidae","Adocus","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3664",195187,"DMNH 5812","Gilmoremys gettyspherensis","species","Trionychidae","Gilmoremys","Fruitland","Fossil Forest",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3665",154373,"SMP Loc. 282","Adocus","genus","Adocidae","Adocus","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3666",56262,"UTEP Loc. 779, Pueblo Bonito NW","Hadrosauridae","family","Hadrosauridae","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3667",56325,"UTEP Loc. 770, Pueblo Bonito NW","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3668",56326,"UTEP Loc. 771, Pueblo Bonito NW","Crocodylia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3669",56569,"UTEP Loc. 4, Kimbeto","Ornithischia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Kirtland","De-na-zin?",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3670",154395,"NMMNH Loc. 2387","Adocus","genus","Adocidae","Adocus","Fruitland","Fossil Forest",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3671",56261,"UTEP Loc. 845, Pueblo Bonito NW","Testudines","order","","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3672",154382,"SMP Loc. 228","Trionyx robustus","species","Trionychidae","Trionyx","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3673",154382,"SMP Loc. 228","Baenidae","family","Baenidae","","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3674",154571,"NMMNH Loc. 1602","Denazinemys nodosa","species","Baenidae","Denazinemys","Kirtland","Farmington",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3675",56262,"UTEP Loc. 779, Pueblo Bonito NW","Coelurosauria","suborder","","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3676",56319,"UTEP Loc. 866, Fire Rock Well","Hadrosauridae","family","Hadrosauridae","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3677",56361,"UTEP Loc. 794, Pueblo Bonito NW","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3678",64094,"Cattle Ranch","Dinosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3679",56368,"UTEP Loc. 272, Pueblo Bonito NW","Hadrosauridae","family","Hadrosauridae","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3680",56566,"UTEP Loc. 2, Kimbeto","Hadrosauridae","family","Hadrosauridae","","Kirtland","De-na-zin?",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3681",154382,"SMP Loc. 228","Basilemys gaffneyi","species","Nanhsiungchelyidae","Basilemys","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3682",154382,"SMP Loc. 228","Denazinemys nodosa","species","Baenidae","Denazinemys","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3683",144519,"Sargent Ranch, SMP Loc. 450","Aspideretoides","genus","Plastomenidae","Aspideretoides","Fruitland","Fossil Forest",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62860,2.57867359323427e-05,290.638031005859,91
"3684",154382,"SMP Loc. 228","Plastomenidae","unranked clade","Plastomenidae","NO_GENUS_SPECIFIED","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3685",154395,"NMMNH Loc. 2387","Denazinemys nodosa","species","Baenidae","Denazinemys","Fruitland","Fossil Forest",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3686",128563,"5 miles south of Kimbetoh","Denazinemys nodosa","species","Baenidae","Denazinemys","Fruitland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3687",144520,"Sargent Ranch, SMP Loc. 461","Baenidae","family","Baenidae","","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3688",196544,"south branch, Meyers Creek","Hadrosauridae","family","Hadrosauridae","","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3689",154382,"SMP Loc. 228","Trionychidae","family","Trionychidae","","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3690",56318,"UTEP Loc. 864, Fire Rock Well","Hadrosauridae","family","Hadrosauridae","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3691",154382,"SMP Loc. 228","Testudines","order","","","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3692",56262,"UTEP Loc. 779, Pueblo Bonito NW","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3693",154382,"SMP Loc. 228","Aspideretoides","genus","Plastomenidae","Aspideretoides","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3694",154382,"SMP Loc. 228","Basilemys gaffneyi","species","Nanhsiungchelyidae","Basilemys","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3695",64094,"Cattle Ranch","Basilemys gaffneyi","species","Nanhsiungchelyidae","Basilemys","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3696",39229,"Pentaceratops type, AMNH loc. 12863","Pentaceratops sternbergii","species","Ceratopsidae","Pentaceratops","Fruitland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3697",56569,"UTEP Loc. 4, Kimbeto","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Kirtland","De-na-zin?",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3698",56326,"UTEP Loc. 771, Pueblo Bonito NW","Lacertilia","suborder","","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3699",56263,"UTEP Loc. 784, Pueblo Bonito NW","Coelurosauria","suborder","","","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3700",56369,"UTEP Loc. 271, Pueblo Bonito NW","Carnosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3701",39231,"south branch, Meyers Creek","Adocus kirtlandius","species","Adocidae","Adocus","Kirtland","",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3702",144520,"Sargent Ranch, SMP Loc. 461","Testudines","order","","","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3703",154382,"SMP Loc. 228","Adocus","genus","Adocidae","Adocus","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3704",154382,"SMP Loc. 228","Neurankylus baueri","species","Baenidae","Neurankylus","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3705",154424,"NMMNH Loc. 4267","Adocus","genus","Adocidae","Adocus","Fruitland","Fossil Forest",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3706",154382,"SMP Loc. 228","Denazinemys nodosa","species","Baenidae","Denazinemys","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3707",154382,"SMP Loc. 228","Baenidae","family","Baenidae","","Kirtland","Hunter Wash",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3708",154426,"NMMNH Loc. 4544","Adocus","genus","Adocidae","Adocus","Fruitland","Fossil Forest",12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62859,2.63265283138026e-05,290.84375,91
"3709",52035,"Carol's Quarry","Titanosauridae","family","Titanosauridae","","Fruitland","",12217,0.319999992847443,2357.82690429688,4599.59765625,69.9999923706055,0.225789815187454,38.6582679748535,6.46292352676392,63584,2.42872119997628e-05,290.258941650391,1
"3710",52035,"Carol's Quarry","Hadrosauridae","family","Hadrosauridae","","Fruitland","",12217,0.319999992847443,2357.82690429688,4599.59765625,69.9999923706055,0.225789815187454,38.6582679748535,6.46292352676392,63584,2.42872119997628e-05,290.258941650391,1
"3711",56578,"UTEP Loc. C62910, Star Lake","Crocodylia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12379,1,2155.51977539062,9631.373046875,17.7500019073486,0.112578451633453,22.7355461120605,9.19973754882812,62859,2.63265283138026e-05,290.84375,27
"3712",56581,"UTEP Loc. D813, Star Lake","Crocodylia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12379,1,2155.51977539062,9631.373046875,17.7500019073486,0.112578451633453,22.7355461120605,9.19973754882812,62859,2.63265283138026e-05,290.84375,27
"3713",56591,"UTEP Loc. B6172, Star Lake","Testudines","order","","","Fruitland/Kirtland","",12379,1,2155.51977539062,9631.373046875,17.7500019073486,0.112578451633453,22.7355461120605,9.19973754882812,62859,2.63265283138026e-05,290.84375,27
"3714",56582,"UTEP Loc. D8254, Star Lake","Testudines","order","","","Fruitland/Kirtland","",12379,1,2155.51977539062,9631.373046875,17.7500019073486,0.112578451633453,22.7355461120605,9.19973754882812,62859,2.63265283138026e-05,290.84375,27
"3715",56585,"UTEP Loc. 614, Star Lake","Dinosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12379,1,2155.51977539062,9631.373046875,17.7500019073486,0.112578451633453,22.7355461120605,9.19973754882812,62859,2.63265283138026e-05,290.84375,27
"3716",56575,"UTEP Loc. 612, Star Lake","Crocodylia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12379,1,2155.51977539062,9631.373046875,17.7500019073486,0.112578451633453,22.7355461120605,9.19973754882812,62859,2.63265283138026e-05,290.84375,27
"3717",56588,"UTEP Loc. A61213, Star Lake","Dinosauria","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Fruitland/Kirtland","",12379,1,2155.51977539062,9631.373046875,17.7500019073486,0.112578451633453,22.7355461120605,9.19973754882812,62859,2.63265283138026e-05,290.84375,27
"3718",56589,"Star Lake Loc. C6172 (UTEP)","Testudines","order","","","Fruitland/Kirtland","",12379,1,2155.51977539062,9631.373046875,17.7500019073486,0.112578451633453,22.7355461120605,9.19973754882812,62859,2.63265283138026e-05,290.84375,27
"3719",56581,"UTEP Loc. D813, Star Lake","Testudines","order","","","Fruitland/Kirtland","",12379,1,2155.51977539062,9631.373046875,17.7500019073486,0.112578451633453,22.7355461120605,9.19973754882812,62859,2.63265283138026e-05,290.84375,27
